"date","value"
"2013/12/16","882.25"
"2013/12/21","654.27"
"2013/12/25","682.7"
"2013/12/26","777.75"
"2013/12/28","747.06"
"2014/1/4","859.51"
"2014/1/5","952.4"
"2014/1/6","1017.12"
"2014/1/7","965.74"
"2014/1/14","855.69"
"2014/1/15","872.81"
"2014/1/20","886.39"
"2014/1/24","822.43"
"2014/1/25","861.45"
"2014/1/26","897.02"
"2014/2/3","826.48"
"2014/2/4","840.17"
"2014/2/13","657.99"
"2014/2/14","691.72"
"2014/2/21","582.96"
"2014/2/23","639.91"
"2014/2/24","607.61"
"2014/2/25","541.38"
"2014/3/3","702.91"
"2014/3/5","674.28"
"2014/3/6","669.77"
"2014/3/8","635.14"
"2014/3/15","639.14"
"2014/3/16","637.52"
"2014/3/23","570.24"
"2014/3/25","585.44"
"2014/3/26","590.03"
"2014/4/3","449.56"
"2014/4/4","454.65"
"2014/4/5","463.57"
"2014/4/13","427.4"
"2014/4/14","469.75"
"2014/4/15","519"
"2014/4/16","542.38"
"2014/4/23","493.25"
"2014/4/24","500.46"
"2014/4/25","500.3"
"2014/5/4","439.77"
"2014/5/5","440.97"
"2014/5/10","455.77"
"2014/5/14","446.66"
"2014/5/15","449.8"
"2014/5/19","447.56"
"2014/5/23","541.96"
"2014/5/24","525.17"
"2014/5/25","576.48"
"2014/6/3","674.11"
"2014/6/4","668.56"
"2014/6/13","615.14"
"2014/6/14","601.27"
"2014/6/15","592.94"
"2014/6/18","615.88"
"2014/6/23","603.21"
"2014/6/24","596.97"
"2014/6/26","581.63"
"2014/7/1","657.86"
"2014/7/3","650.77"
"2014/7/4","648.43"
"2014/7/10","626.12"
"2014/7/13","634.73"
"2014/7/14","627.34"
"2014/7/16","623.09"
"2014/7/18","629.21"
"2014/7/23","624.43"
"2014/7/24","620.43"
"2014/7/30","585.12"
"2014/8/2","594.91"
"2014/8/3","589.15"
"2014/8/8","598.12"
"2014/8/12","576.95"
"2014/8/13","573.03"
"2014/8/19","485.71"
"2014/8/22","521.48"
"2014/8/23","514.3"
"2014/8/27","520.71"
"2014/9/1","485.31"
"2014/9/2","482.99"
"2014/9/4","493.93"
"2014/9/9","477.38"
"2014/9/11","482.35"
"2014/9/12","479.63"
"2014/9/13","482.12"
"2014/9/21","412.43"
"2014/9/22","406.92"
"2014/9/23","441.56"
"2014/9/29","385.21"
"2014/10/1","391.38"
"2014/10/2","385.5"
"2014/10/7","339.25"
"2014/10/11","367.19"
"2014/10/12","379.43"
"2014/10/14","411.7"
"2014/10/21","392.65"
"2014/10/22","388.58"
"2014/10/31","348.05"
"2014/11/1","340.53"
"2014/11/2","329.05"
"2014/11/10","374.82"
"2014/11/11","371.31"
"2014/11/13","457.09"
"2014/11/20","382.02"
"2014/11/21","357.88"
"2014/11/25","394.7"
"2014/11/30","382.53"
"2014/12/1","383.66"
"2014/12/2","384.04"
"2014/12/10","352.38"
"2014/12/11","361.36"
"2014/12/19","318.53"
"2014/12/20","330.32"
"2014/12/21","329.63"
"2014/12/23","336.29"
"2014/12/30","314.81"
"2014/12/31","320.19"
"2015/1/1","320.44"
"2015/1/5","278.34"
"2015/1/9","291.11"
"2015/1/10","288.13"
"2015/1/17","211.73"
"2015/1/19","216.73"
"2015/1/20","215.24"
"2015/1/26","309.38"
"2015/1/29","238.71"
"2015/1/30","242.85"
"2015/2/3","245.96"
"2015/2/8","229.44"
"2015/2/9","223.98"
"2015/2/10","221.81"
"2015/2/15","265.61"
"2015/2/18","244.25"
"2015/2/19","242.67"
"2015/2/26","237.71"
"2015/2/27","256.65"
"2015/2/28","254.69"
"2015/3/1","261.66"
"2015/3/10","300.04"
"2015/3/11","297.39"
"2015/3/19","264.24"
"2015/3/20","264.85"
"2015/3/21","262.2"
"2015/3/23","277.3"
"2015/3/25","249.19"
"2015/3/30","249.24"
"2015/3/31","248.73"
"2015/4/6","261.8"
"2015/4/9","246.12"
"2015/4/10","243.69"
"2015/4/15","223.83"
"2015/4/19","226.35"
"2015/4/20","226.35"
"2015/4/22","237.91"
"2015/4/29","227.04"
"2015/4/30","239.56"
"2015/5/2","235.73"
"2015/5/9","247.8"
"2015/5/10","244.07"
"2015/5/11","244.27"
"2015/5/19","234.15"
"2015/5/20","234.68"
"2015/5/24","241.98"
"2015/5/29","237.52"
"2015/5/30","237.09"
"2015/6/6","225.72"
"2015/6/8","229.46"
"2015/6/9","230.95"
"2015/6/10","229.78"
"2015/6/17","256.85"
"2015/6/18","252.11"
"2015/6/19","250.98"
"2015/6/25","243.33"
"2015/6/27","251.34"
"2015/6/28","251.17"
"2015/6/29","257.17"
"2015/7/3","257.08"
"2015/7/6","277.42"
"2015/7/8","272.97"
"2015/7/9","272.33"
"2015/7/12","314.39"
"2015/7/18","282.53"
"2015/7/19","275.67"
"2015/7/27","297.77"
"2015/7/28","296.65"
"2015/7/29","294.54"
"2015/8/7","280.39"
"2015/8/8","279.93"
"2015/8/17","260.5"
"2015/8/18","257.99"
"2015/8/25","226.32"
"2015/8/27","228.64"
"2015/8/28","235.22"
"2015/9/3","229.6"
"2015/9/6","242.91"
"2015/9/7","242.11"
"2015/9/15","259.18"
"2015/9/16","231.22"
"2015/9/17","230.28"
"2015/9/25","237.43"
"2015/9/26","235.4"
"2015/9/27","234.53"
"2015/10/6","246.94"
"2015/10/7","246.68"
"2015/10/9","244.23"
"2015/10/16","266.13"
"2015/10/17","273.58"
"2015/10/19","264.82"
"2015/10/25","294.06"
"2015/10/26","285.3"
"2015/10/27","296.21"
"2015/11/4","495.56"
"2015/11/5","447.56"
"2015/11/6","395.84"
"2015/11/15","334.66"
"2015/11/16","331.63"
"2015/11/17","338.35"
"2015/11/24","323.06"
"2015/11/25","329.13"
"2015/11/26","366.76"
"2015/11/28","359.54"
"2015/12/5","389.79"
"2015/12/6","402.81"
"2015/12/7","399.97"
"2015/12/12","469.1"
"2015/12/15","465.32"
"2015/12/16","465.21"
"2015/12/19","465.58"
"2015/12/22","443.69"
"2015/12/25","458.31"
"2015/12/26","457.49"
"2015/12/27","424.01"
"2016/1/4","434.52"
"2016/1/5","434.18"
"2016/1/6","431.86"
"2016/1/8","462.93"
"2016/1/14","433.32"
"2016/1/15","430.25"
"2016/1/19","387.73"
"2016/1/24","405.49"
"2016/1/25","402.32"
"2016/2/3","374.95"
"2016/2/4","391.61"
"2016/2/9","377.25"
"2016/2/13","391.86"
"2016/2/14","407.23"
"2016/2/21","448.05"
"2016/2/23","439.86"
"2016/2/24","425.55"
"2016/2/29","441.51"
"2016/3/4","425.18"
"2016/3/5","411.26"
"2016/3/11","423.93"
"2016/3/14","416.68"
"2016/3/15","418.13"
"2016/3/17","421"
"2016/3/19","410.98"
"2016/3/24","418.68"
"2016/3/25","418.08"
"2016/3/27","428.8"
"2016/3/30","416.83"
"2016/4/3","421.58"
"2016/4/4","422.34"
"2016/4/9","420.89"
"2016/4/12","427.28"
"2016/4/13","426.66"
"2016/4/14","425.37"
"2016/4/21","450.55"
"2016/4/23","450.28"
"2016/4/24","460.15"
"2016/4/26","467.96"
"2016/4/28","449.55"
"2016/5/3","451.1"
"2016/5/4","450.38"
"2016/5/5","448.51"
"2016/5/9","462.48"
"2016/5/13","457.06"
"2016/5/14","456.84"
"2016/5/15","458.69"
"2016/5/22","443.43"
"2016/5/23","444.35"
"2016/5/24","447.1"
"2016/5/29","553.96"
"2016/6/2","540.35"
"2016/6/3","574.64"
"2016/6/12","684.84"
"2016/6/13","716"
"2016/6/18","777.99"
"2016/6/22","678.67"
"2016/6/23","629.33"
"2016/7/2","703.7"
"2016/7/3","704.97"
"2016/7/10","652.29"
"2016/7/12","675.26"
"2016/7/13","668.7"
"2016/7/14","662.9"
"2016/7/17","682.37"
"2016/7/22","666.58"
"2016/7/23","656.37"
"2016/7/24","663.11"
"2016/8/1","626.12"
"2016/8/2","612.85"
"2016/8/3","573.36"
"2016/8/11","597.54"
"2016/8/12","589.91"
"2016/8/15","573.58"
"2016/8/21","584.16"
"2016/8/22","588.45"
"2016/8/23","589.47"
"2016/8/28","574.04"
"2016/8/31","577.86"
"2016/9/1","576.31"
"2016/9/2","575.64"
"2016/9/8","628.77"
"2016/9/10","625.1"
"2016/9/11","628.82"
"2016/9/17","607.86"
"2016/9/20","609.52"
"2016/9/21","603.59"
"2016/9/22","598.49"
"2016/9/30","609.74"
"2016/10/1","615.24"
"2016/10/4","612.05"
"2016/10/10","621.32"
"2016/10/11","642.08"
"2016/10/16","642.9"
"2016/10/20","631.92"
"2016/10/21","634.09"
"2016/10/29","720.4"
"2016/10/30","714.12"
"2016/10/31","709.29"
"2016/11/3","745.77"
"2016/11/4","706.93"
"2016/11/9","740.05"
"2016/11/10","723.02"
"2016/11/13","705.26"
"2016/11/19","756.24"
"2016/11/20","755.48"
"2016/11/29","737.47"
"2016/11/30","747.93"
"2016/12/2","781.3"
"2016/12/9","774.53"
"2016/12/10","777.09"
"2016/12/11","774.8"
"2016/12/18","794.74"
"2016/12/19","793.61"
"2016/12/20","801.34"
"2016/12/29","979.4"
"2016/12/30","972.53"
"2017/1/1","1003.08"
"2017/1/8","942.72"
"2017/1/9","913.69"
"2017/1/11","919.45"
"2017/1/15","823.31"
"2017/1/18","917.5"
"2017/1/19","904.61"
"2017/1/20","899.4"
"2017/1/22","937.52"
"2017/1/28","923.91"
"2017/1/29","923.42"
"2017/2/1","989.11"
"2017/2/2","1013.52"
"2017/2/7","1061.93"
"2017/2/8","1078.97"
"2017/2/10","998.9"
"2017/2/13","1002.1"
"2017/2/17","1053.17"
"2017/2/18","1061.1"
"2017/2/19","1056.81"
"2017/2/24","1200.39"
"2017/2/27","1181.98"
"2017/2/28","1193.25"
"2017/3/3","1280.31"
"2017/3/9","1197.46"
"2017/3/10","1270.47"
"2017/3/19","1069.91"
"2017/3/20","1063.03"
"2017/3/25","975.76"
"2017/3/26","1007.96"
"2017/3/29","1055.13"
"2017/3/30","1049.29"
"2017/4/6","1188.37"
"2017/4/8","1184.98"
"2017/4/9","1197.21"
"2017/4/16","1187.22"
"2017/4/18","1217.57"
"2017/4/19","1215.51"
"2017/4/28","1331.28"
"2017/4/29","1327.2"
"2017/5/8","1723.35"
"2017/5/9","1833.49"
"2017/5/16","1785.94"
"2017/5/18","1904.48"
"2017/5/19","2004.52"
"2017/5/25","2763.71"
"2017/5/28","2267.34"
"2017/5/29","2307.05"
"2017/5/30","2301.96"
"2017/6/6","2999.91"
"2017/6/7","2869.38"
"2017/6/8","2815.3"
"2017/6/12","2997.26"
"2017/6/15","2534.71"
"2017/6/17","2685.19"
"2017/6/18","2662.1"
"2017/6/21","2772.01"
"2017/6/27","2552.45"
"2017/6/28","2603.98"
"2017/7/2","2514.28"
"2017/7/7","2916.14"
"2017/7/8","2571.34"
"2017/7/9","2635.49"
"2017/7/16","2058.77"
"2017/7/17","2230.49"
"2017/7/18","2387.61"
